Niklas Bergqvist is the head of government of Stockholm,born in,0.7510005831718445,0.6320047378540039,42.70666309913081,62.440056260749365,tensor([[0.7891]]),tensor([[0.0377]])
Niklas Bergqvist is the country of Stockholm,born in,0.6547529697418213,0.6414909958839417,45.89934445286216,62.956943014651515,tensor([[0.8695]]),tensor([[0.2601]])
Niklas Bergqvist is the place of birth of Stockholm,born in,0.7173749804496765,0.6287354826927185,44.09260244386489,62.71828848526845,tensor([[0.8558]]),tensor([[0.6072]])
Niklas Bergqvist is the place of death of Stockholm,born in,0.717639684677124,0.6450440883636475,45.89783876881673,61.629501132737026,tensor([[0.7904]]),tensor([[0.2427]])
Niklas Bergqvist is the father of Stockholm,born in,0.6758638620376587,0.6135596632957458,44.539799574346354,64.87919749713491,tensor([[0.8328]]),tensor([[0.2898]])
Niklas Bergqvist is the mother of Stockholm,born in,0.6761446595191956,0.6323989629745483,44.786451132193314,62.637882173928865,tensor([[0.8077]]),tensor([[0.2837]])
Niklas Bergqvist is the spouse of Stockholm,born in,0.7277969121932983,0.6606396436691284,42.72290071176472,60.19046894254073,tensor([[0.8299]]),tensor([[0.1677]])
Niklas Bergqvist is the country of citizenship of Stockholm,born in,0.7307912707328796,0.6469834446907043,42.660847510361535,61.73912758383938,tensor([[0.7946]]),tensor([[0.2698]])
Niklas Bergqvist is the continent of Stockholm,born in,0.6688657402992249,0.6681408882141113,45.37452370047197,59.72338460347707,tensor([[0.8320]]),tensor([[0.1488]])
Niklas Bergqvist has an instance of Stockholm,born in,0.6506471037864685,0.6868901252746582,48.91290198513071,58.56654456476865,tensor([[0.8261]]),tensor([[0.1903]])
Niklas Bergqvist is the head of state of Stockholm,born in,0.7421813011169434,0.6218979954719543,43.064063307414756,63.38787370683625,tensor([[0.8281]]),tensor([[0.1114]])
Niklas Bergqvist is the capital of Stockholm,born in,0.6568173766136169,0.6156108975410461,45.62527845598446,65.77133432691998,tensor([[0.8293]]),tensor([[0.1327]])
Niklas Bergqvist is the official language of Stockholm,born in,0.6581388115882874,0.6096282005310059,45.908564012980186,65.38216771257677,tensor([[0.8046]]),tensor([[0.0473]])
Niklas Bergqvist is a position held by Stockholm,born in,0.6554863452911377,0.6411148309707642,47.65909712727025,61.044893119058216,tensor([[0.8199]]),tensor([[0.0702]])
Niklas Bergqvist is the child of Stockholm,born in,0.6984484791755676,0.6378873586654663,43.46339383300299,64.33104440336034,tensor([[0.8520]]),tensor([[0.3471]])
Niklas Bergqvist is the author of Stockholm,born in,0.6798276305198669,0.6314386129379272,44.231068774574304,62.81795327982559,tensor([[0.8748]]),tensor([[0.2265]])
Niklas Bergqvist is the member of sports team Stockholm,born in,0.7123302817344666,0.6228577494621277,42.10695835308266,63.15959052260054,tensor([[0.8296]]),tensor([[0.1461]])
Niklas Bergqvist is the director of Stockholm,born in,0.6711100339889526,0.6496356129646301,44.65865124741056,61.651440348837106,tensor([[0.8532]]),tensor([[0.2184]])
Niklas Bergqvist is the screenwriter of Stockholm,born in,0.7105318307876587,0.5889632701873779,42.67024638877415,67.59988622495682,tensor([[0.8460]]),tensor([[0.2359]])
Niklas Bergqvist was educated at Stockholm,born in,0.6147109270095825,0.6435915231704712,51.22709032138357,61.32866233182753,tensor([[0.8043]]),tensor([[0.3748]])
Niklas Bergqvist is the composer of Stockholm,born in,0.6983553171157837,0.6453661918640137,43.207315556133196,63.282247489661344,tensor([[0.8817]]),tensor([[0.1777]])
Niklas Bergqvist is the member of political party Stockholm,born in,0.7358514666557312,0.5983175039291382,40.80084001462141,66.09618674628136,tensor([[0.7883]]),tensor([[0.1293]])
Niklas Bergqvist is the employer of Stockholm,born in,0.7020004391670227,0.6675451397895813,44.41818689326644,60.954948882433335,tensor([[0.8056]]),tensor([[0.1752]])
Niklas Bergqvist was founded by Stockholm,born in,0.5875957608222961,0.6016571521759033,52.92952548116777,64.41013602847843,tensor([[0.8313]]),tensor([[0.2740]])
Niklas Bergqvist is the league of Stockholm,born in,0.6925259232521057,0.6650860905647278,44.0936406365505,59.27059039453425,tensor([[0.8470]]),tensor([[0.2081]])
Niklas Bergqvist is the publisher of Stockholm,born in,0.6967136859893799,0.6377090215682983,43.29755508993452,62.576899140145294,tensor([[0.8642]]),tensor([[0.1313]])
Niklas Bergqvist is owned by Stockholm,born in,0.5968201756477356,0.5504812002182007,53.15333303588833,68.12034407990222,tensor([[0.8239]]),tensor([[0.1803]])
Niklas Bergqvist is located in the administrative territorial entity of Stockholm,born in,0.6600515842437744,0.5557383894920349,47.185191812435455,68.12503167320968,tensor([[0.8310]]),tensor([[0.1570]])
Niklas Bergqvist is the genre of Stockholm,born in,0.6943431496620178,0.6381276845932007,43.822530405619894,61.71165488156132,tensor([[0.8809]]),tensor([[0.1784]])
